tweet_id,name,text,created_at,favourite_count,hashtags
1452650937911332864,CNN,"America's worker shortage is alive and well, much to the misfortune of US companies that need staff to keep up with demand. https://t.co/8uAincBUmy",2021-10-25 14:59:07+00:00,153,[]
1452646144459386887,CNN,"The concentration of greenhouse gases in the atmosphere has once again reached record highs, according to a UN report https://t.co/lIKaA9a7nQ",2021-10-25 14:40:04+00:00,178,[]
1452641623129657353,CNN,"James Michael Tyler, best known for playing Gunther on ""Friends,"" has died. He was 59. https://t.co/H6nWAsmJ7M",2021-10-25 14:22:06+00:00,645,[]
1452636193619861516,CNN,"PayPal is not looking to buy Pinterest, the digital payments company said https://t.co/HRnd2Woxqk",2021-10-25 14:00:31+00:00,95,[]
1452630797744226312,CNN,"UK Health Secretary Sajid Javid is ""leaning towards"" requiring staff in the National Health Service to be vaccinated against Covid-19, he said https://t.co/Ir9N5k9ZvZ",2021-10-25 13:39:05+00:00,161,[]
1452628551757438984,CNN,"Good morning. From the CNN 5 Things podcast, these are the top stories:
✔️Documents reveal Facebook failed to curb posts inciting violence
✔️Biden aims for agreement on sweeping economic package
✔️FDA could authorize Covid vaccine for kids this week

https://t.co/9XZDCQhy21",2021-10-25 13:30:09+00:00,91,[]
1452626012899008519,CNN,How to talk to your younger kids about the Covid-19 vaccine https://t.co/ZnyDQjjfnL https://t.co/08LsI30RzA,2021-10-25 13:20:04+00:00,175,[]
1452620987791466497,CNN,"""Biden is close to fulfilling what supporters see as the historic promise of his presidency in the coming days, at a critical moment for his social policy transformation at home and his hopes of reclaiming US leadership overseas."" Analysis by @StCollinson https://t.co/fUKGMYjYsc",2021-10-25 13:00:06+00:00,338,[]
1452618465114734600,CNN,"Facebook has struggled to stop the trafficking of 'domestic servants' on its sites, documents show. CNN found evidence that it’s still a problem. https://t.co/WlSt2FxZ29",2021-10-25 12:50:05+00:00,236,[]
1452615826553638914,CNN,"The Russian hackers behind last year's breach of US federal agencies are still attacking America's computer networks, Microsoft says https://t.co/BihEjNPtVv",2021-10-25 12:39:36+00:00,182,[]
1452615705183064074,CNN,"Clover Moore, the lord mayor of Sydney, has presented an ambitious plan that imagines the city's legendary harbor as a swimming pool. https://t.co/wDiG2I6a58",2021-10-25 12:39:07+00:00,129,[]
1452610922422444034,CNN,"China plans to cut its reliance on fossil fuels to below 20% by 2060, according to a cabinet document https://t.co/PsNDfjPoK5",2021-10-25 12:20:06+00:00,476,[]
1452608398470549505,CNN,"CNN is one of 17 US news organizations reporting on the Facebook Papers, a massive trove of internal documents. Read the entire series here: https://t.co/Gv9ySaTPkf",2021-10-25 12:10:05+00:00,210,[]
1452605921721569283,CNN,A COP flop? Covid looms over crucial climate talks as some key leaders snub the event | Analysis by @lukemcgee https://t.co/4VcfQDHV9k https://t.co/CsyBU3BdPi,2021-10-25 12:00:14+00:00,75,[]
1452603615915520004,CNN,Facebook is being used by militia groups and political leaders to incite violence in Ethiopia's civil war. It has done little to fight back. https://t.co/sNWbenlmuw,2021-10-25 11:51:04+00:00,637,[]
1452602808402911232,CNN,"RT @NewDay: More than 10,000 pages of leaked internal Facebook documents give deep insight into the company's internal culture, its approac…",2021-10-25 11:47:52+00:00,0,[]
