tweet_id,name,text,created_at,favourite_count,hashtags
1453918535659425794,CNN,"""For a political party, controlling the White House and Congress isn't the picnic it's made out to be. ... Those ambitions often run into a harsh reality, as the frustrating last few months for the Democrats demonstrate,"" writes @julianzelizer, @CNNOpinion https://t.co/7bwXoSC1Ew",2021-10-29 02:56:06+00:00,144,[]
1453914765022085127,CNN,Folks are flipping their wigs over this homemade Marge Simpson wig for Halloween. CNN's Jeanne Moos reports. https://t.co/IqtpP2jxYZ https://t.co/pRJE7zbshi,2021-10-29 02:41:07+00:00,476,[]
1453911103210237952,CNN,"Former Republican Virginia Gov. A. Linwood Holton Jr. has died at 98, according to a tweet from his son-in-law Sen. Tim Kaine https://t.co/vP0X8PZyoT",2021-10-29 02:26:34+00:00,123,[]
1453906589723860993,CNN,"A US Securities and Exchange Commission insider trading investigation into stock trades made by Sen. Richard Burr and his brother-in-law at the outset of the pandemic remains open, the SEC said in court filings made public this week. https://t.co/UOV21uImRm",2021-10-29 02:08:37+00:00,363,[]
1453902051788853248,CNN,"President Biden saw the number of Senate-confirmed members of his Justice Department leadership team nearly double Thursday, with the upper chamber approving four nominees to critical positions. https://t.co/kHzQE5YvzJ",2021-10-29 01:50:35+00:00,207,[]
1453898012238008323,CNN,"A January 6 rioter who downplayed the insurrection in a Fox News interview one day after she was sentenced to probation for storming the Capitol was ""played by Laura Ingraham"" and manipulated into whitewashing the attack, her lawyer said https://t.co/c95WZCXcz4",2021-10-29 01:34:32+00:00,254,[]
1453894731725946887,CNN,"A Russian man accused of being part of cybercrime ring that infected millions of computers worldwide was arraigned in federal court in Ohio on Thursday after being extradited from South Korea, the Justice Department has announced. https://t.co/cLKA1JXNrw",2021-10-29 01:21:30+00:00,249,[]
1453890947469750273,CNN,"News of Facebook's new company name, Meta, quickly attracted the scorn of the internet. https://t.co/tBheEccYE0",2021-10-29 01:06:28+00:00,973,[]
1453887023736139778,CNN,"After spotting a beach wedding in Santa Monica, California, actor Tom Hanks decided to congratulate the newlyweds. https://t.co/6M6XiR7YLQ https://t.co/ynM22wiqiH",2021-10-29 00:50:53+00:00,1746,[]
1453883777327980552,CNN,"Waiting for the wild housing market to calm down before buying a place? Don't bother, said Barbara Corcoran, the founder of the Corcoran Group real estate firm and star of ""Shark Tank.""

""I don't think it is wise to wait,"" she said. https://t.co/7JS9EExGKF",2021-10-29 00:37:59+00:00,114,[]
1453880377056059408,CNN,"Native groups and advocates are demanding that the Atlanta Braves eliminate the ""Tomahawk chop"" from its branding and game day traditions, saying the team is perpetuating racist stereotypes as the Braves take the national stage in the World Series https://t.co/b1IJTt7o8g",2021-10-29 00:24:28+00:00,513,[]
1453877028193767424,CNN,A first-of-its-kind treatment partially restored a blind patient's vision by combining gene therapy with specialized goggles. https://t.co/F5KDgiFUjI https://t.co/tBShsCRGVW,2021-10-29 00:11:09+00:00,190,[]
1453874488165142531,CNN,"Facebook is changing its corporate name to Meta as it shifts its focus to the ""metaverse"" and confronts wide-ranging scrutiny of the real-world harms from its various platforms after a whistleblower leaked hundreds of internal documents. https://t.co/eeC6kvGts4 https://t.co/hjfk8ai1Oi",2021-10-29 00:01:04+00:00,591,[]
1453871729856716800,CNN,"“Some of us have to actually live in the future that you all are setting on fire for us.”

Rep. Alexandria Ocasio-Cortez called out oil executives for fighting legislation aimed at saving the planet from the climate crisis. https://t.co/O8xcr2nd51",2021-10-28 23:50:06+00:00,523,[]
1453869456757858305,CNN,"David Henderson, who organized the flight that crashed and left soccer player Emiliano Sala and pilot David Ibbotson dead, has been found guilty of endangering the safety of the aircraft, Cardiff Crown Court has confirmed https://t.co/cstdPRJYwJ",2021-10-28 23:41:04+00:00,174,[]
1453866947834224641,CNN,"Over 20 million people are under alerts for coastal flooding, including residents of Baltimore and Washington, DC, as a large and powerful low-pressure system shifts from the central US toward the Northeast. https://t.co/Ik9okscwTE",2021-10-28 23:31:06+00:00,148,[]
1453862927522582529,CNN,LBJ had a memo on climate change in 1965. @johnavlon with a brief history of climate change denial https://t.co/dbpoG5hP3e https://t.co/JnWrA2V0EK,2021-10-28 23:15:08+00:00,154,[]
1453858369585000450,CNN,"A criminal complaint alleging forcible touching, a sex crime, has been filed against former New York Gov. Andrew Cuomo in Albany, according to a copy of the complaint https://t.co/ZbsYqCh6sz",2021-10-28 22:57:01+00:00,147,[]
1453854600562454549,CNN,"House Democratic leaders were once again forced to push back the timeline for a vote on a $1 trillion infrastructure bill, a sign of ongoing divisions in the party and a major blow to Biden and party leaders eager to show they can deliver on their agenda https://t.co/4mTo2MQJgW",2021-10-28 22:42:02+00:00,190,[]
1453851597587587079,CNN,"Princess Diana’s radical act to speak up about eating disorders lessened stigma around the topic. Watch her open up about her own experience with bulimia in a new episode of the CNN Original Series #DianaCNN, Sunday at 9 p.m. ET/PT https://t.co/hiwaLXqd9Z",2021-10-28 22:30:06+00:00,530,"[{'text': 'DianaCNN', 'indices': [198, 207]}]"
1453846827330060291,CNN,"This $680,000 hoverbike is now for sale. The ""XTURISMO Limited Edition"" uses a combustion engine and four battery-powered motors to hover at speeds of around 60 miles per hour. https://t.co/QWLcH4wQsb https://t.co/UfuiLbyy4D",2021-10-28 22:11:09+00:00,510,[]
1453843611632775190,CNN,As families across the country deal with wide ranging impacts of the congested supply chain — from delayed furniture to rising car prices — others are facing a more acute problem: finding enough to eat. https://t.co/MkRIDnxw0F,2021-10-28 21:58:22+00:00,105,[]
1453840476939894791,CNN,"Halloween weekend looks dry for most across the US, although some may be saying ""brrr"" instead of ""boo."" Some trick-or-treaters may need a rain jacket to accompany their costumes, while others may need snow boots. https://t.co/5m6ANtoNRt",2021-10-28 21:45:55+00:00,118,[]
1453836503633780740,CNN,"Good evening. These are the top stories from the CNN 5 Things podcast:

✔️ Facebook changes its name to Meta
✔️ President Biden proposes $1.75T economic agenda
✔️ Jan. 6 panel weighs criminal contempt charges against Mark Meadows 

https://t.co/kZGaOyzRgA",2021-10-28 21:30:08+00:00,106,[]
1453831546461425669,CNN,"Facebook is changing its corporate name to Meta as it shifts its focus to the ""metaverse"" and confronts wide-ranging scrutiny of the real-world harms from its various platforms after a whistleblower leaked hundreds of internal documents. https://t.co/AhD3a3Pcgm https://t.co/Y2Fkky8VLS",2021-10-28 21:10:26+00:00,512,[]
1453829201841229829,CNN,"A misdemeanor complaint alleging a sex crime has been filed against former New York Gov. Andrew Cuomo, who resigned from his post after multiple women came forward alleging inappropriate touching. https://t.co/QdlLcvnSX5",2021-10-28 21:01:07+00:00,104,[]
1453824179229310977,CNN,"Activision Blizzard CEO Bobby Kotick has asked the company's board to slash his pay to the ""lowest amount California law will allow"" until the gaming company fixes its issues with gender discrimination and harassment, he said in a letter to employees https://t.co/4V9frdyy1h",2021-10-28 20:41:09+00:00,340,[]
1453821397265010691,CNN,"“Their profit motive is directly tied to keeping people engaged on these sites — even when the content is dangerous.” 

On The Handoff: The Facebook papers and the future of social media.

Listen now. 🎧 https://t.co/KDPc2UMNq1",2021-10-28 20:30:06+00:00,61,[]
